UserID,DeviceType,PurchaseDate,OnboardingVersion,CohortMonth
12325,Smart Doorbell,2022-02-08,Control,2022-02
12326,Smart Doorbell,2022-05-19,Control,2022-05
12327,Security Camera,2022-10-19,Variant,2022-10
12328,Smart Doorbell,2022-02-21,Variant,2022-02
12329,Security Camera,2022-10-14,Variant,2022-10
12330,Security Camera,2022-10-16,Variant,2022-10
12331,Security Camera,2022-05-21,Control,2022-05
12332,Smart Doorbell,2022-05-26,Variant,2022-05
12333,Smart Doorbell,2022-11-10,Variant,2022-11
12334,Security Camera,2022-07-03,Variant,2022-07
12335,Security Camera,2022-06-01,Variant,2022-06
12336,Smart Doorbell,2022-07-20,Variant,2022-07
12337,Security Camera,2022-05-08,Control,2022-05
12338,Security Camera,2022-10-14,Control,2022-10
12339,Smart Doorbell,2022-11-07,Control,2022-11
12340,Smart Doorbell,2022-09-10,Control,2022-09
12341,Security Camera,2022-09-23,Variant,2022-09
12342,Security Camera,2022-07-07,Control,2022-07
12343,Security Camera,2022-08-18,Variant,2022-08
12344,Smart Doorbell,2022-09-28,Variant,2022-09
12345,Smart Doorbell,2022-09-16,Control,2022-09
12346,Smart Doorbell,2022-10-26,Variant,2022-10
12347,Security Camera,2022-07-17,Variant,2022-07
12348,Smart Doorbell,2022-11-19,Variant,2022-11
12349,Security Camera,2022-02-25,Control,2022-02
12350,Smart Doorbell,2022-11-15,Control,2022-11
12351,Smart Doorbell,2022-07-22,Control,2022-07
12352,Smart Doorbell,2022-09-28,Control,2022-09
12353,Smart Doorbell,2022-04-19,Variant,2022-04
12354,Smart Doorbell,2022-04-26,Variant,2022-04
12355,Security Camera,2022-04-02,Variant,2022-04
12356,Smart Doorbell,2022-05-18,Variant,2022-05
12357,Security Camera,2022-10-30,Variant,2022-10
12358,Smart Doorbell,2022-02-26,Control,2022-02
12359,Security Camera,2022-02-19,Variant,2022-02
12360,Security Camera,2022-03-12,Control,2022-03
12361,Smart Doorbell,2022-03-23,Variant,2022-03
12362,Security Camera,2022-04-15,Control,2022-04
12363,Smart Doorbell,2022-03-29,Control,2022-03
12364,Smart Doorbell,2022-01-02,Variant,2022-01
12365,Security Camera,2022-12-26,Variant,2022-12
12366,Security Camera,2022-03-25,Variant,2022-03
12367,Smart Doorbell,2022-02-12,Variant,2022-02
12368,Security Camera,2022-06-03,Control,2022-06
12369,Smart Doorbell,2022-11-23,Variant,2022-11
12370,Smart Doorbell,2022-04-04,Control,2022-04
12371,Smart Doorbell,2022-10-25,Variant,2022-10
12372,Smart Doorbell,2022-05-13,Variant,2022-05
12373,Smart Doorbell,2022-03-06,Control,2022-03
12374,Smart Doorbell,2022-10-17,Variant,2022-10
12375,Security Camera,2022-09-14,Variant,2022-09
12376,Security Camera,2022-08-01,Control,2022-08
12377,Smart Doorbell,2022-05-28,Variant,2022-05
12378,Smart Doorbell,2022-03-02,Variant,2022-03
12379,Smart Doorbell,2022-05-29,Variant,2022-05
12380,Smart Doorbell,2022-03-29,Control,2022-03
12381,Smart Doorbell,2022-11-20,Control,2022-11
12382,Smart Doorbell,2022-10-05,Variant,2022-10
12383,Smart Doorbell,2022-03-23,Control,2022-03
12384,Security Camera,2022-05-09,Variant,2022-05
12385,Smart Doorbell,2022-10-13,Control,2022-10
12386,Security Camera,2022-12-19,Variant,2022-12
12387,Smart Doorbell,2022-10-07,Variant,2022-10
12388,Smart Doorbell,2022-09-27,Control,2022-09
12389,Smart Doorbell,2022-10-19,Control,2022-10
12390,Security Camera,2022-07-22,Variant,2022-07
12391,Security Camera,2022-01-24,Variant,2022-01
12392,Smart Doorbell,2022-12-17,Control,2022-12
12393,Security Camera,2022-11-07,Variant,2022-11
12394,Smart Doorbell,2022-07-27,Control,2022-07
12395,Security Camera,2022-10-07,Control,2022-10
12396,Security Camera,2022-07-24,Variant,2022-07
12397,Security Camera,2022-06-01,Control,2022-06
12398,Smart Doorbell,2022-01-26,Variant,2022-01
12399,Smart Doorbell,2022-07-13,Control,2022-07
12400,Security Camera,2022-12-02,Control,2022-12
12401,Security Camera,2022-08-26,Control,2022-08
12402,Smart Doorbell,2022-11-17,Variant,2022-11
12403,Security Camera,2022-03-16,Variant,2022-03
12404,Smart Doorbell,2022-06-12,Variant,2022-06
12405,Smart Doorbell,2022-10-26,Control,2022-10
12406,Security Camera,2022-01-29,Control,2022-01
12407,Security Camera,2022-06-14,Variant,2022-06
12408,Smart Doorbell,2022-12-03,Control,2022-12
12409,Smart Doorbell,2022-07-05,Variant,2022-07
12410,Smart Doorbell,2022-02-23,Control,2022-02
12411,Security Camera,2022-10-22,Variant,2022-10
12412,Smart Doorbell,2022-02-11,Control,2022-02
12413,Security Camera,2022-10-12,Variant,2022-10
12414,Smart Doorbell,2022-05-18,Control,2022-05
12415,Smart Doorbell,2022-07-06,Control,2022-07
12416,Security Camera,2022-07-23,Control,2022-07
12417,Security Camera,2022-02-11,Control,2022-02
12418,Security Camera,2022-12-16,Control,2022-12
12419,Security Camera,2022-10-15,Variant,2022-10
12420,Security Camera,2022-01-26,Variant,2022-01
12421,Security Camera,2022-02-25,Variant,2022-02
12422,Smart Doorbell,2022-09-10,Variant,2022-09
12423,Smart Doorbell,2022-05-02,Variant,2022-05
12424,Security Camera,2022-04-16,Control,2022-04
12425,Smart Doorbell,2022-05-10,Control,2022-05
12426,Security Camera,2022-12-03,Control,2022-12
12427,Smart Doorbell,2022-06-07,Variant,2022-06
12428,Security Camera,2022-08-19,Control,2022-08
12429,Smart Doorbell,2022-11-04,Control,2022-11
12430,Smart Doorbell,2022-04-01,Variant,2022-04
12431,Smart Doorbell,2022-01-22,Control,2022-01
12432,Smart Doorbell,2022-10-17,Variant,2022-10
12433,Security Camera,2022-04-20,Variant,2022-04
12434,Smart Doorbell,2022-02-18,Control,2022-02
12435,Security Camera,2022-05-09,Control,2022-05
12436,Security Camera,2022-03-14,Control,2022-03
12437,Security Camera,2022-12-06,Variant,2022-12
12438,Smart Doorbell,2022-02-22,Control,2022-02
12439,Security Camera,2022-12-22,Variant,2022-12
12440,Smart Doorbell,2022-06-17,Variant,2022-06
12441,Smart Doorbell,2022-02-14,Control,2022-02
12442,Smart Doorbell,2022-04-15,Control,2022-04
12443,Smart Doorbell,2022-05-30,Variant,2022-05
12444,Smart Doorbell,2022-05-26,Control,2022-05
12445,Security Camera,2022-07-23,Variant,2022-07
12446,Security Camera,2022-12-28,Control,2022-12
12447,Security Camera,2022-10-26,Variant,2022-10
12448,Security Camera,2022-06-16,Variant,2022-06
12449,Security Camera,2022-07-20,Variant,2022-07
12450,Security Camera,2022-05-14,Control,2022-05
12451,Smart Doorbell,2022-07-30,Control,2022-07
12452,Smart Doorbell,2022-02-17,Variant,2022-02
12453,Security Camera,2022-05-06,Control,2022-05
12454,Smart Doorbell,2022-08-27,Control,2022-08
12455,Security Camera,2022-01-07,Variant,2022-01
12456,Smart Doorbell,2022-09-29,Control,2022-09
12457,Smart Doorbell,2022-02-06,Control,2022-02
12458,Smart Doorbell,2022-07-30,Control,2022-07
12459,Smart Doorbell,2022-06-14,Variant,2022-06
12460,Smart Doorbell,2022-05-05,Variant,2022-05
12461,Smart Doorbell,2022-12-03,Control,2022-12
12462,Smart Doorbell,2022-07-11,Control,2022-07
12463,Smart Doorbell,2022-08-06,Control,2022-08
12464,Smart Doorbell,2022-08-02,Variant,2022-08
12465,Security Camera,2022-03-03,Control,2022-03
12466,Security Camera,2022-11-24,Variant,2022-11
12467,Security Camera,2022-06-10,Control,2022-06
12468,Smart Doorbell,2022-03-07,Variant,2022-03
12469,Smart Doorbell,2022-10-13,Control,2022-10
12470,Security Camera,2022-08-27,Variant,2022-08
12471,Smart Doorbell,2022-01-20,Control,2022-01
12472,Smart Doorbell,2022-07-07,Control,2022-07
12473,Smart Doorbell,2022-03-23,Variant,2022-03
12474,Smart Doorbell,2022-12-29,Variant,2022-12
12475,Smart Doorbell,2022-07-21,Control,2022-07
12476,Security Camera,2022-05-12,Variant,2022-05
12477,Smart Doorbell,2022-02-06,Variant,2022-02
12478,Security Camera,2022-05-12,Variant,2022-05
12479,Smart Doorbell,2022-03-18,Control,2022-03
12480,Security Camera,2022-03-30,Variant,2022-03
12481,Smart Doorbell,2022-09-10,Control,2022-09
12482,Smart Doorbell,2022-12-10,Control,2022-12
12483,Security Camera,2022-07-13,Variant,2022-07
12484,Smart Doorbell,2022-06-25,Control,2022-06
12485,Smart Doorbell,2022-02-02,Control,2022-02
12486,Smart Doorbell,2022-02-27,Variant,2022-02
12487,Smart Doorbell,2022-07-20,Variant,2022-07
12488,Smart Doorbell,2022-01-28,Control,2022-01
12489,Security Camera,2022-02-04,Control,2022-02
12490,Security Camera,2022-05-05,Variant,2022-05
12491,Security Camera,2022-11-17,Control,2022-11
12492,Smart Doorbell,2022-02-11,Variant,2022-02
12493,Security Camera,2022-03-26,Variant,2022-03
12494,Smart Doorbell,2022-07-07,Control,2022-07
12495,Smart Doorbell,2022-04-21,Variant,2022-04
12496,Smart Doorbell,2022-09-28,Variant,2022-09
12497,Smart Doorbell,2022-11-21,Control,2022-11
12498,Smart Doorbell,2022-04-15,Variant,2022-04
12499,Smart Doorbell,2022-11-16,Variant,2022-11
12500,Smart Doorbell,2022-02-10,Variant,2022-02
12501,Smart Doorbell,2022-08-03,Variant,2022-08
12502,Smart Doorbell,2022-03-12,Control,2022-03
12503,Smart Doorbell,2022-02-25,Control,2022-02
12504,Security Camera,2022-08-24,Control,2022-08
12505,Security Camera,2022-10-08,Control,2022-10
12506,Smart Doorbell,2022-04-15,Control,2022-04
12507,Smart Doorbell,2022-06-11,Variant,2022-06
12508,Smart Doorbell,2022-07-10,Variant,2022-07
12509,Smart Doorbell,2022-01-09,Variant,2022-01
12510,Security Camera,2022-03-01,Variant,2022-03
12511,Smart Doorbell,2022-11-01,Variant,2022-11
12512,Smart Doorbell,2022-08-13,Control,2022-08
12513,Smart Doorbell,2022-11-03,Variant,2022-11
12514,Smart Doorbell,2022-07-07,Control,2022-07
12515,Smart Doorbell,2022-03-11,Variant,2022-03
12516,Security Camera,2022-10-20,Variant,2022-10
12517,Smart Doorbell,2022-10-14,Control,2022-10
12518,Smart Doorbell,2022-06-18,Variant,2022-06
12519,Smart Doorbell,2022-03-03,Variant,2022-03
12520,Smart Doorbell,2022-12-15,Control,2022-12
12521,Security Camera,2022-01-14,Variant,2022-01
12522,Security Camera,2022-06-13,Control,2022-06
12523,Security Camera,2022-09-02,Control,2022-09
12524,Smart Doorbell,2022-12-01,Variant,2022-12
12525,Security Camera,2022-01-08,Variant,2022-01
12526,Security Camera,2022-06-03,Variant,2022-06
12527,Smart Doorbell,2022-02-05,Variant,2022-02
12528,Security Camera,2022-02-17,Control,2022-02
12529,Smart Doorbell,2022-03-26,Variant,2022-03
12530,Smart Doorbell,2022-01-28,Variant,2022-01
12531,Smart Doorbell,2022-07-15,Variant,2022-07
12532,Security Camera,2022-07-27,Control,2022-07
12533,Security Camera,2022-07-23,Variant,2022-07
12534,Smart Doorbell,2022-11-03,Variant,2022-11
12535,Smart Doorbell,2022-04-14,Variant,2022-04
12536,Smart Doorbell,2022-08-18,Variant,2022-08
12537,Security Camera,2022-04-11,Control,2022-04
12538,Smart Doorbell,2022-01-29,Variant,2022-01
12539,Smart Doorbell,2022-05-07,Variant,2022-05
12540,Smart Doorbell,2022-12-04,Control,2022-12
12541,Smart Doorbell,2022-01-10,Variant,2022-01
12542,Smart Doorbell,2022-04-16,Control,2022-04
12543,Smart Doorbell,2022-06-16,Control,2022-06
12544,Security Camera,2022-09-14,Variant,2022-09
12545,Smart Doorbell,2022-10-22,Control,2022-10
12546,Security Camera,2022-10-04,Control,2022-10
12547,Smart Doorbell,2022-03-06,Variant,2022-03
12548,Smart Doorbell,2022-09-28,Control,2022-09
12549,Security Camera,2022-07-07,Control,2022-07
12550,Security Camera,2022-11-13,Control,2022-11
12551,Security Camera,2022-05-18,Control,2022-05
12552,Smart Doorbell,2022-12-09,Variant,2022-12
12553,Smart Doorbell,2022-04-15,Variant,2022-04
12554,Security Camera,2022-02-03,Variant,2022-02
12555,Smart Doorbell,2022-04-20,Variant,2022-04
12556,Smart Doorbell,2022-02-02,Control,2022-02
12557,Security Camera,2022-12-20,Variant,2022-12
12558,Security Camera,2022-08-19,Variant,2022-08
12559,Smart Doorbell,2022-11-13,Variant,2022-11
12560,Smart Doorbell,2022-09-23,Variant,2022-09
12561,Smart Doorbell,2022-07-01,Variant,2022-07
12562,Security Camera,2022-12-06,Variant,2022-12
12563,Security Camera,2022-03-06,Control,2022-03
12564,Smart Doorbell,2022-11-29,Variant,2022-11
12565,Security Camera,2022-01-01,Control,2022-01
12566,Security Camera,2022-05-13,Control,2022-05
12567,Security Camera,2022-03-21,Control,2022-03
12568,Smart Doorbell,2022-09-28,Control,2022-09
12569,Smart Doorbell,2022-08-29,Control,2022-08
12570,Smart Doorbell,2022-01-28,Control,2022-01
12571,Smart Doorbell,2022-08-11,Variant,2022-08
12572,Security Camera,2022-01-23,Variant,2022-01
12573,Smart Doorbell,2022-04-19,Variant,2022-04
12574,Security Camera,2022-04-17,Control,2022-04
12575,Smart Doorbell,2022-05-25,Variant,2022-05
12576,Smart Doorbell,2022-12-20,Variant,2022-12
12577,Smart Doorbell,2022-05-19,Control,2022-05
12578,Security Camera,2022-10-11,Variant,2022-10
12579,Smart Doorbell,2022-10-25,Variant,2022-10
12580,Security Camera,2022-04-09,Control,2022-04
12581,Smart Doorbell,2022-11-13,Variant,2022-11
12582,Smart Doorbell,2022-05-03,Variant,2022-05
12583,Smart Doorbell,2022-11-16,Control,2022-11
12584,Smart Doorbell,2022-10-14,Control,2022-10
12585,Smart Doorbell,2022-03-22,Control,2022-03
12586,Security Camera,2022-01-10,Control,2022-01
12587,Smart Doorbell,2022-01-08,Variant,2022-01
12588,Security Camera,2022-07-24,Variant,2022-07
12589,Smart Doorbell,2022-11-11,Control,2022-11
12590,Smart Doorbell,2022-07-16,Variant,2022-07
12591,Smart Doorbell,2022-07-17,Control,2022-07
12592,Smart Doorbell,2022-01-30,Control,2022-01
12593,Smart Doorbell,2022-01-20,Control,2022-01
12594,Security Camera,2022-02-17,Variant,2022-02
12595,Smart Doorbell,2022-05-10,Control,2022-05
12596,Security Camera,2022-10-20,Control,2022-10
12597,Smart Doorbell,2022-05-12,Control,2022-05
12598,Security Camera,2022-12-22,Variant,2022-12
12599,Security Camera,2022-02-23,Variant,2022-02
12600,Smart Doorbell,2022-10-08,Control,2022-10
12601,Security Camera,2022-09-22,Control,2022-09
12602,Smart Doorbell,2022-08-03,Variant,2022-08
12603,Security Camera,2022-10-17,Variant,2022-10
12604,Security Camera,2022-02-12,Control,2022-02
12605,Smart Doorbell,2022-03-15,Variant,2022-03
12606,Security Camera,2022-12-16,Variant,2022-12
12607,Security Camera,2022-10-05,Control,2022-10
12608,Smart Doorbell,2022-11-22,Variant,2022-11
12609,Security Camera,2022-08-30,Variant,2022-08
12610,Smart Doorbell,2022-05-10,Variant,2022-05
12611,Security Camera,2022-12-16,Control,2022-12
12612,Security Camera,2022-07-13,Control,2022-07
12613,Smart Doorbell,2022-02-01,Control,2022-02
12614,Security Camera,2022-04-16,Control,2022-04
12615,Security Camera,2022-07-23,Variant,2022-07
12616,Security Camera,2022-01-01,Variant,2022-01
12617,Security Camera,2022-09-02,Variant,2022-09
12618,Smart Doorbell,2022-03-13,Variant,2022-03
12619,Security Camera,2022-11-02,Control,2022-11
12620,Smart Doorbell,2022-01-15,Variant,2022-01
12621,Smart Doorbell,2022-02-22,Variant,2022-02
12622,Smart Doorbell,2022-01-08,Control,2022-01
12623,Smart Doorbell,2022-11-26,Variant,2022-11
12624,Security Camera,2022-02-15,Control,2022-02
12625,Smart Doorbell,2022-11-21,Variant,2022-11
12626,Security Camera,2022-04-24,Variant,2022-04
12627,Smart Doorbell,2022-05-27,Control,2022-05
12628,Smart Doorbell,2022-06-15,Variant,2022-06
12629,Security Camera,2022-05-19,Variant,2022-05
12630,Smart Doorbell,2022-04-27,Control,2022-04
12631,Smart Doorbell,2022-10-26,Control,2022-10
12632,Security Camera,2022-10-03,Control,2022-10
12633,Security Camera,2022-10-04,Variant,2022-10
12634,Smart Doorbell,2022-12-04,Variant,2022-12
12635,Smart Doorbell,2022-11-09,Variant,2022-11
12636,Smart Doorbell,2022-06-27,Variant,2022-06
12637,Smart Doorbell,2022-11-26,Variant,2022-11
12638,Smart Doorbell,2022-12-20,Control,2022-12
12639,Smart Doorbell,2022-06-03,Variant,2022-06
12640,Security Camera,2022-07-20,Control,2022-07
12641,Security Camera,2022-04-25,Control,2022-04
12642,Smart Doorbell,2022-06-08,Variant,2022-06
12643,Smart Doorbell,2022-02-11,Control,2022-02
12644,Security Camera,2022-09-04,Variant,2022-09
12645,Security Camera,2022-03-09,Variant,2022-03
12646,Smart Doorbell,2022-11-22,Control,2022-11
12647,Smart Doorbell,2022-11-30,Control,2022-11
12648,Smart Doorbell,2022-07-15,Variant,2022-07
12649,Smart Doorbell,2022-03-31,Variant,2022-03
12650,Security Camera,2022-04-21,Control,2022-04
12651,Security Camera,2022-12-25,Control,2022-12
12652,Security Camera,2022-05-25,Variant,2022-05
12653,Security Camera,2022-10-02,Variant,2022-10
12654,Smart Doorbell,2022-06-28,Control,2022-06
12655,Smart Doorbell,2022-08-29,Control,2022-08
12656,Smart Doorbell,2022-11-22,Variant,2022-11
12657,Smart Doorbell,2022-11-15,Variant,2022-11
12658,Security Camera,2022-11-27,Variant,2022-11
12659,Smart Doorbell,2022-06-02,Variant,2022-06
12660,Smart Doorbell,2022-04-14,Variant,2022-04
12661,Smart Doorbell,2022-03-16,Control,2022-03
12662,Security Camera,2022-05-08,Variant,2022-05
12663,Smart Doorbell,2022-07-18,Control,2022-07
12664,Smart Doorbell,2022-06-03,Variant,2022-06
12665,Security Camera,2022-02-25,Control,2022-02
12666,Security Camera,2022-10-05,Control,2022-10
12667,Smart Doorbell,2022-12-11,Variant,2022-12
12668,Smart Doorbell,2022-01-19,Variant,2022-01
12669,Security Camera,2022-06-08,Control,2022-06
12670,Smart Doorbell,2022-01-26,Variant,2022-01
12671,Security Camera,2022-06-18,Control,2022-06
12672,Smart Doorbell,2022-01-23,Control,2022-01
12673,Security Camera,2022-02-16,Variant,2022-02
12674,Smart Doorbell,2022-01-13,Control,2022-01
12675,Security Camera,2022-08-05,Variant,2022-08
12676,Security Camera,2022-11-18,Control,2022-11
12677,Security Camera,2022-07-13,Variant,2022-07
12678,Security Camera,2022-05-24,Variant,2022-05
12679,Smart Doorbell,2022-03-14,Control,2022-03
12680,Security Camera,2022-06-05,Control,2022-06
12681,Smart Doorbell,2022-03-18,Variant,2022-03
12682,Security Camera,2022-06-18,Variant,2022-06
12683,Security Camera,2022-10-14,Control,2022-10
12684,Security Camera,2022-03-26,Variant,2022-03
12685,Security Camera,2022-07-01,Control,2022-07
12686,Security Camera,2022-11-11,Control,2022-11
12687,Smart Doorbell,2022-10-24,Control,2022-10
12688,Smart Doorbell,2022-04-22,Control,2022-04
12689,Smart Doorbell,2022-08-18,Variant,2022-08
12690,Smart Doorbell,2022-04-06,Variant,2022-04
12691,Smart Doorbell,2022-06-17,Variant,2022-06
12692,Security Camera,2022-06-05,Variant,2022-06
12693,Smart Doorbell,2022-04-15,Variant,2022-04
12694,Smart Doorbell,2022-07-12,Variant,2022-07
12695,Smart Doorbell,2022-11-26,Variant,2022-11
12696,Smart Doorbell,2022-05-12,Variant,2022-05
12697,Security Camera,2022-12-21,Variant,2022-12
12698,Smart Doorbell,2022-05-18,Control,2022-05
12699,Smart Doorbell,2022-11-27,Variant,2022-11
12700,Smart Doorbell,2022-09-27,Variant,2022-09
12701,Smart Doorbell,2022-02-07,Variant,2022-02
12702,Security Camera,2022-02-14,Variant,2022-02
12703,Security Camera,2022-06-12,Variant,2022-06
12704,Smart Doorbell,2022-11-27,Variant,2022-11
12705,Smart Doorbell,2022-09-10,Control,2022-09
12706,Security Camera,2022-06-18,Variant,2022-06
12707,Security Camera,2022-10-12,Control,2022-10
12708,Security Camera,2022-10-01,Variant,2022-10
12709,Security Camera,2022-01-20,Variant,2022-01
12710,Smart Doorbell,2022-08-27,Control,2022-08
12711,Smart Doorbell,2022-09-27,Control,2022-09
12712,Security Camera,2022-11-06,Variant,2022-11
12713,Security Camera,2022-01-31,Control,2022-01
12714,Security Camera,2022-11-10,Control,2022-11
12715,Security Camera,2022-04-14,Variant,2022-04
12716,Smart Doorbell,2022-06-19,Control,2022-06
12717,Smart Doorbell,2022-07-05,Control,2022-07
12718,Smart Doorbell,2022-05-08,Variant,2022-05
12719,Security Camera,2022-07-29,Control,2022-07
12720,Smart Doorbell,2022-10-08,Control,2022-10
12721,Smart Doorbell,2022-09-10,Variant,2022-09
12722,Smart Doorbell,2022-01-19,Variant,2022-01
12723,Smart Doorbell,2022-07-19,Variant,2022-07
12724,Security Camera,2022-08-08,Variant,2022-08
12725,Security Camera,2022-05-16,Variant,2022-05
12726,Security Camera,2022-08-11,Control,2022-08
12727,Security Camera,2022-01-03,Control,2022-01
12728,Security Camera,2022-08-24,Control,2022-08
12729,Smart Doorbell,2022-12-08,Control,2022-12
12730,Smart Doorbell,2022-08-16,Variant,2022-08
12731,Smart Doorbell,2022-05-22,Variant,2022-05
12732,Security Camera,2022-01-09,Control,2022-01
12733,Smart Doorbell,2022-07-09,Variant,2022-07
12734,Smart Doorbell,2022-12-16,Control,2022-12
12735,Smart Doorbell,2022-06-14,Control,2022-06
12736,Smart Doorbell,2022-05-19,Variant,2022-05
12737,Smart Doorbell,2022-10-03,Control,2022-10
12738,Smart Doorbell,2022-10-18,Control,2022-10
12739,Security Camera,2022-02-22,Control,2022-02
12740,Security Camera,2022-06-24,Control,2022-06
12741,Security Camera,2022-04-20,Variant,2022-04
12742,Security Camera,2022-07-22,Variant,2022-07
12743,Security Camera,2022-05-16,Control,2022-05
12744,Smart Doorbell,2022-01-04,Control,2022-01
12745,Smart Doorbell,2022-06-04,Variant,2022-06
12746,Smart Doorbell,2022-06-21,Variant,2022-06
12747,Security Camera,2022-12-24,Control,2022-12
12748,Smart Doorbell,2022-02-16,Control,2022-02
12749,Smart Doorbell,2022-04-04,Variant,2022-04
12750,Security Camera,2022-02-17,Variant,2022-02
12751,Smart Doorbell,2022-08-28,Control,2022-08
12752,Security Camera,2022-12-13,Variant,2022-12
12753,Security Camera,2022-08-01,Control,2022-08
12754,Smart Doorbell,2022-12-06,Variant,2022-12
12755,Security Camera,2022-11-20,Variant,2022-11
12756,Smart Doorbell,2022-05-19,Variant,2022-05
12757,Smart Doorbell,2022-07-24,Control,2022-07
12758,Smart Doorbell,2022-03-14,Control,2022-03
12759,Security Camera,2022-01-04,Control,2022-01
12760,Security Camera,2022-03-17,Variant,2022-03
12761,Security Camera,2022-11-25,Control,2022-11
12762,Smart Doorbell,2022-03-18,Control,2022-03
12763,Smart Doorbell,2022-10-31,Control,2022-10
12764,Security Camera,2022-09-13,Variant,2022-09
12765,Smart Doorbell,2022-04-12,Control,2022-04
12766,Smart Doorbell,2022-04-16,Control,2022-04
12767,Security Camera,2022-11-29,Control,2022-11
12768,Smart Doorbell,2022-02-08,Variant,2022-02
12769,Smart Doorbell,2022-11-10,Variant,2022-11
12770,Security Camera,2022-10-02,Variant,2022-10
12771,Security Camera,2022-03-29,Variant,2022-03
12772,Smart Doorbell,2022-07-30,Variant,2022-07
12773,Smart Doorbell,2022-03-18,Control,2022-03
12774,Smart Doorbell,2022-03-18,Variant,2022-03
12775,Smart Doorbell,2022-01-28,Control,2022-01
12776,Security Camera,2022-09-02,Control,2022-09
12777,Security Camera,2022-03-07,Variant,2022-03
12778,Smart Doorbell,2022-09-23,Control,2022-09
12779,Security Camera,2022-07-24,Control,2022-07
12780,Security Camera,2022-02-27,Control,2022-02
12781,Smart Doorbell,2022-07-20,Variant,2022-07
12782,Smart Doorbell,2022-08-13,Control,2022-08
12783,Smart Doorbell,2022-05-22,Variant,2022-05
12784,Smart Doorbell,2022-03-25,Variant,2022-03
12785,Security Camera,2022-05-23,Variant,2022-05
12786,Smart Doorbell,2022-12-18,Control,2022-12
12787,Security Camera,2022-02-02,Variant,2022-02
12788,Smart Doorbell,2022-06-01,Control,2022-06
12789,Smart Doorbell,2022-06-07,Control,2022-06
12790,Smart Doorbell,2022-05-21,Control,2022-05
12791,Smart Doorbell,2022-09-08,Variant,2022-09
12792,Smart Doorbell,2022-10-30,Control,2022-10
12793,Security Camera,2022-04-22,Control,2022-04
12794,Smart Doorbell,2022-05-24,Control,2022-05
12795,Smart Doorbell,2022-07-28,Control,2022-07
12796,Security Camera,2022-08-12,Variant,2022-08
12797,Smart Doorbell,2022-02-12,Variant,2022-02
12798,Smart Doorbell,2022-09-21,Variant,2022-09
12799,Security Camera,2022-09-01,Control,2022-09
12800,Smart Doorbell,2022-01-03,Control,2022-01
12801,Smart Doorbell,2022-05-05,Variant,2022-05
12802,Smart Doorbell,2022-09-25,Control,2022-09
12803,Smart Doorbell,2022-03-25,Variant,2022-03
12804,Smart Doorbell,2022-01-16,Control,2022-01
12805,Smart Doorbell,2022-11-30,Variant,2022-11
12806,Smart Doorbell,2022-02-28,Control,2022-02
12807,Security Camera,2022-06-26,Control,2022-06
12808,Smart Doorbell,2022-03-04,Variant,2022-03
12809,Smart Doorbell,2022-02-18,Variant,2022-02
12810,Security Camera,2022-11-03,Control,2022-11
12811,Smart Doorbell,2022-09-03,Variant,2022-09
12812,Smart Doorbell,2022-10-16,Variant,2022-10
12813,Security Camera,2022-10-13,Control,2022-10
12814,Smart Doorbell,2022-11-28,Control,2022-11
12815,Smart Doorbell,2022-01-15,Control,2022-01
12816,Smart Doorbell,2022-12-04,Control,2022-12
12817,Security Camera,2022-09-12,Variant,2022-09
12818,Security Camera,2022-04-02,Control,2022-04
12819,Security Camera,2022-10-06,Control,2022-10
12820,Smart Doorbell,2022-07-25,Control,2022-07
12821,Security Camera,2022-04-04,Variant,2022-04
12822,Smart Doorbell,2022-08-13,Control,2022-08
12823,Security Camera,2022-10-28,Control,2022-10
12824,Security Camera,2022-11-14,Control,2022-11
12825,Smart Doorbell,2022-07-18,Variant,2022-07
12826,Smart Doorbell,2022-09-28,Control,2022-09
12827,Security Camera,2022-08-22,Variant,2022-08
12828,Smart Doorbell,2022-02-15,Control,2022-02
12829,Security Camera,2022-03-05,Control,2022-03
12830,Smart Doorbell,2022-08-18,Variant,2022-08
12831,Smart Doorbell,2022-09-06,Control,2022-09
12832,Security Camera,2022-09-03,Variant,2022-09
12833,Security Camera,2022-03-16,Variant,2022-03
12834,Security Camera,2022-06-06,Variant,2022-06
12835,Smart Doorbell,2022-08-11,Variant,2022-08
12836,Smart Doorbell,2022-07-09,Control,2022-07
12837,Security Camera,2022-02-21,Control,2022-02
12838,Smart Doorbell,2022-03-29,Variant,2022-03
12839,Security Camera,2022-11-09,Variant,2022-11
12840,Security Camera,2022-12-05,Variant,2022-12
12841,Smart Doorbell,2022-03-07,Control,2022-03
12842,Smart Doorbell,2022-05-30,Control,2022-05
12843,Smart Doorbell,2022-01-20,Variant,2022-01
12844,Smart Doorbell,2022-02-02,Control,2022-02
12845,Security Camera,2022-11-24,Control,2022-11
12846,Smart Doorbell,2022-10-08,Control,2022-10
12847,Security Camera,2022-02-15,Variant,2022-02
12848,Smart Doorbell,2022-03-14,Control,2022-03
12849,Security Camera,2022-12-20,Variant,2022-12
12850,Smart Doorbell,2022-11-09,Control,2022-11
12851,Security Camera,2022-12-09,Variant,2022-12
12852,Security Camera,2022-05-13,Variant,2022-05
12853,Smart Doorbell,2022-02-24,Control,2022-02
12854,Security Camera,2022-03-02,Variant,2022-03
12855,Smart Doorbell,2022-12-11,Control,2022-12
